pair_id,time,filename_ori,filename_mod,negative_tier
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,50,pair_63_ori_50s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
63,175,pair_63_ori_175s.wav,pair_15_comp_75s_mgeldm_vocals.wav,global_nearest
15,75,pair_15_comp_75s.wav,pair_15_comp_75s_mgeldm_vocals.wav,N/A
