pair_id,time,filename_ori,filename_mod,final_mod_type,is_plagiarised,euclidean_distance+cosine_distance
16,10,pair_16_ori_10s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.5046413425173361
16,30,pair_16_ori_30s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.5057307077597469
16,119,pair_16_ori_119s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.4976668141083057
16,20,pair_16_ori_20s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.508589508238545
16,40,pair_16_ori_40s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.46903458398360376
16,129,pair_16_ori_129s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.46934283578560454
16,50,pair_16_ori_50s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.43511947470573026
16,70,pair_16_ori_70s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.4573209853813232
16,139,pair_16_ori_139s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.43942222640324385
16,159,pair_16_ori_159s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.452442310140138
17,2,pair_17_ori_2s.wav,pair_18_comp_29s.wav,Negative_SMP_plag,0,0.47018552728341195
17,17,pair_17_ori_17s.wav,pair_18_comp_29s.wav,Negative_SMP_plag,0,0.40001946984297676
17,10,pair_17_ori_10s.wav,pair_18_comp_29s.wav,Negative_SMP_plag,0,0.4293936191553129
17,25,pair_17_ori_25s.wav,pair_18_comp_29s.wav,Negative_SMP_plag,0,0.43962422291735787
18,30,pair_18_ori_30s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.4558746240625139
18,37,pair_18_ori_37s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.4457074059329366
18,112,pair_18_ori_112s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.45114642944593714
18,119,pair_18_ori_119s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.43002919267630685
18,193,pair_18_ori_193s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.4469637308593475
18,200,pair_18_ori_200s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.45350537516527495
18,187,pair_18_ori_187s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.4366462731151712
18,1,pair_18_ori_1s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.4254875398069925
18,8,pair_18_ori_8s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.4107733665878945
18,98,pair_18_ori_98s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.4258951781116125
18,105,pair_18_ori_105s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.4294238659114904
18,85,pair_18_ori_85s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.4468425630771302
18,92,pair_18_ori_92s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.42119099411722055
18,166,pair_18_ori_166s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.4654494395890279
18,173,pair_18_ori_173s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.47322165087661344
18,71,pair_18_ori_71s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.4240455166683521
18,78,pair_18_ori_78s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.4416489178799327
18,153,pair_18_ori_153s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.4238651206763289
18,160,pair_18_ori_160s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.4453299541319918
18,65,pair_18_ori_65s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.42054547893333954
18,146,pair_18_ori_146s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.4222963563990042
18,58,pair_18_ori_58s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.40260068704346796
18,139,pair_18_ori_139s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.38642771036382617
18,44,pair_18_ori_44s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.4384031457048192
18,51,pair_18_ori_51s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.4041359810557396
18,126,pair_18_ori_126s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.42549546301105096
18,132,pair_18_ori_132s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.399064136292034
18,180,pair_18_ori_180s.wav,pair_19_comp_4s.wav,Negative_SMP_plag,0,0.42624967370916367
19,1,pair_19_ori_1s.wav,pair_20_comp_50s.wav,Negative_SMP_plag,0,0.4546593009639493
19,7,pair_19_ori_7s.wav,pair_20_comp_50s.wav,Negative_SMP_plag,0,0.47599181992446093
19,19,pair_19_ori_19s.wav,pair_20_comp_50s.wav,Negative_SMP_plag,0,0.4617702410382904
19,63,pair_19_ori_63s.wav,pair_20_comp_50s.wav,Negative_SMP_plag,0,0.42000311603347446
19,69,pair_19_ori_69s.wav,pair_20_comp_50s.wav,Negative_SMP_plag,0,0.4194023985850875
19,81,pair_19_ori_81s.wav,pair_20_comp_50s.wav,Negative_SMP_plag,0,0.4442261282890179
19,211,pair_19_ori_211s.wav,pair_20_comp_50s.wav,Negative_SMP_plag,0,0.46278736353038874
19,218,pair_19_ori_218s.wav,pair_20_comp_50s.wav,Negative_SMP_plag,0,0.4738003761616442
19,230,pair_19_ori_230s.wav,pair_20_comp_50s.wav,Negative_SMP_plag,0,0.43083537115769277
19,88,pair_19_ori_88s.wav,pair_20_comp_50s.wav,Negative_SMP_plag,0,0.43910843137102723
19,94,pair_19_ori_94s.wav,pair_20_comp_50s.wav,Negative_SMP_plag,0,0.44376754649366457
19,100,pair_19_ori_100s.wav,pair_20_comp_50s.wav,Negative_SMP_plag,0,0.43220117488086585
19,106,pair_19_ori_106s.wav,pair_20_comp_50s.wav,Negative_SMP_plag,0,0.42475408609593784
19,174,pair_19_ori_174s.wav,pair_20_comp_50s.wav,Negative_SMP_plag,0,0.4454229538693624
19,180,pair_19_ori_180s.wav,pair_20_comp_50s.wav,Negative_SMP_plag,0,0.459415904635382
19,187,pair_19_ori_187s.wav,pair_20_comp_50s.wav,Negative_SMP_plag,0,0.4425590921803673
19,193,pair_19_ori_193s.wav,pair_20_comp_50s.wav,Negative_SMP_plag,0,0.4564247294089304
19,13,pair_19_ori_13s.wav,pair_20_comp_50s.wav,Negative_SMP_plag,0,0.4778336184161653
19,75,pair_19_ori_75s.wav,pair_20_comp_50s.wav,Negative_SMP_plag,0,0.43437791703311013
19,224,pair_19_ori_224s.wav,pair_20_comp_50s.wav,Negative_SMP_plag,0,0.41129159836057005
20,52,pair_20_ori_52s.wav,pair_22_comp_29s.wav,Negative_SMP_plag,0,0.4566120845649745
20,63,pair_20_ori_63s.wav,pair_22_comp_29s.wav,Negative_SMP_plag,0,0.4563882163925089
20,104,pair_20_ori_104s.wav,pair_22_comp_29s.wav,Negative_SMP_plag,0,0.45899097386258875
20,114,pair_20_ori_114s.wav,pair_22_comp_29s.wav,Negative_SMP_plag,0,0.4625304468603865
20,173,pair_20_ori_173s.wav,pair_22_comp_29s.wav,Negative_SMP_plag,0,0.4558447388213504
20,183,pair_20_ori_183s.wav,pair_22_comp_29s.wav,Negative_SMP_plag,0,0.4570160775932027
20,191,pair_20_ori_191s.wav,pair_22_comp_29s.wav,Negative_SMP_plag,0,0.45917504525725494
20,201,pair_20_ori_201s.wav,pair_22_comp_29s.wav,Negative_SMP_plag,0,0.48376885141223414
22,46,pair_22_ori_46s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.48383121275216195
22,67,pair_22_ori_67s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.5010797568511774
22,100,pair_22_ori_100s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.48665813965721905
22,140,pair_22_ori_140s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.5113593157713783
22,174,pair_22_ori_174s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.5064021616458878
22,181,pair_22_ori_181s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.4841380184941064
22,188,pair_22_ori_188s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.49723582795902665
22,23,pair_22_ori_23s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.47429089178324085
22,195,pair_22_ori_195s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.5185819639850684
22,30,pair_22_ori_30s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.4639655409612572
22,73,pair_22_ori_73s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.5116397911697977
22,147,pair_22_ori_147s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.5147491818058516
22,80,pair_22_ori_80s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.4926729662088866
22,153,pair_22_ori_153s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.5025814902196425
22,33,pair_22_ori_33s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.47545798275367773
22,40,pair_22_ori_40s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.491171835365445
22,53,pair_22_ori_53s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.4800774818560227
22,60,pair_22_ori_60s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.4935051737712859
22,87,pair_22_ori_87s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.47285356833978337
22,93,pair_22_ori_93s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.4856923522971193
22,160,pair_22_ori_160s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.48241768904713106
22,167,pair_22_ori_167s.wav,pair_24_comp_21s.wav,Negative_SMP_plag,0,0.48439475440660157
24,27,pair_24_ori_27s.wav,pair_25_comp_95s.wav,Negative_SMP_plag,0,0.4503770351172333
25,83,pair_25_ori_83s.wav,pair_27_comp_21s.wav,Negative_SMP_plag,0,0.4816715220580815
25,90,pair_25_ori_90s.wav,pair_27_comp_21s.wav,Negative_SMP_plag,0,0.5316168698375398
25,98,pair_25_ori_98s.wav,pair_27_comp_21s.wav,Negative_SMP_plag,0,0.536237453484927
27,25,pair_27_ori_25s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.4878459574884629
27,33,pair_27_ori_33s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.4873900268032127
27,40,pair_27_ori_40s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.4814316568462431
27,48,pair_27_ori_48s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.4850681363728175
27,56,pair_27_ori_56s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.49259843386348495
27,64,pair_27_ori_64s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.4829786398439698
27,72,pair_27_ori_72s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.46915020853560524
27,80,pair_27_ori_80s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.4745649201639093
27,120,pair_27_ori_120s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.5030707405386898
27,127,pair_27_ori_127s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.4982345131854072
27,135,pair_27_ori_135s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.49056099549666393
27,143,pair_27_ori_143s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.4951119875038419
27,151,pair_27_ori_151s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.48939625437381856
27,159,pair_27_ori_159s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.4974091744082753
27,167,pair_27_ori_167s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.48000987854839083
27,175,pair_27_ori_175s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.4779606306911101
27,88,pair_27_ori_88s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.4743955503798154
27,96,pair_27_ori_96s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.4741185093740297
27,183,pair_27_ori_183s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.48438890991387407
27,191,pair_27_ori_191s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.4769959881285549
27,198,pair_27_ori_198s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.45785632886466515
27,206,pair_27_ori_206s.wav,pair_29_comp_15s.wav,Negative_SMP_plag,0,0.48729422532448297
29,12,pair_29_ori_12s.wav,pair_34_comp_58s.wav,Negative_SMP_plag,0,0.4186954861013162
29,73,pair_29_ori_73s.wav,pair_34_comp_58s.wav,Negative_SMP_plag,0,0.4230997933915334
29,82,pair_29_ori_82s.wav,pair_34_comp_58s.wav,Negative_SMP_plag,0,0.40881675695297026
29,134,pair_29_ori_134s.wav,pair_34_comp_58s.wav,Negative_SMP_plag,0,0.42310795760560127
29,143,pair_29_ori_143s.wav,pair_34_comp_58s.wav,Negative_SMP_plag,0,0.4452169806900935
29,221,pair_29_ori_221s.wav,pair_34_comp_58s.wav,Negative_SMP_plag,0,0.41807551797842973
29,230,pair_29_ori_230s.wav,pair_34_comp_58s.wav,Negative_SMP_plag,0,0.418630624282541
29,239,pair_29_ori_239s.wav,pair_34_comp_58s.wav,Negative_SMP_plag,0,0.41655384103168824
29,247,pair_29_ori_247s.wav,pair_34_comp_58s.wav,Negative_SMP_plag,0,0.40854543993490744
29,256,pair_29_ori_256s.wav,pair_34_comp_58s.wav,Negative_SMP_plag,0,0.41898674669765545
29,265,pair_29_ori_265s.wav,pair_34_comp_58s.wav,Negative_SMP_plag,0,0.41324974443430407
34,6,pair_34_ori_6s.wav,pair_37_comp_15s.wav,Negative_SMP_plag,0,0.43651555531133207
34,78,pair_34_ori_78s.wav,pair_37_comp_15s.wav,Negative_SMP_plag,0,0.46398256229316986
34,218,pair_34_ori_218s.wav,pair_37_comp_15s.wav,Negative_SMP_plag,0,0.4535283313686687
37,7,pair_37_ori_7s.wav,pair_43_comp_0s.wav,Negative_SMP_plag,0,0.39259982607286725
37,82,pair_37_ori_82s.wav,pair_43_comp_0s.wav,Negative_SMP_plag,0,0.4307193850906772
37,114,pair_37_ori_114s.wav,pair_43_comp_0s.wav,Negative_SMP_plag,0,0.40529261821701945
37,163,pair_37_ori_163s.wav,pair_43_comp_0s.wav,Negative_SMP_plag,0,0.4294387482795698
37,170,pair_37_ori_170s.wav,pair_43_comp_0s.wav,Negative_SMP_plag,0,0.42817055361019685
43,0,pair_43_ori_0s.wav,pair_47_comp_45s.wav,Negative_SMP_plag,0,0.43334762936924925
43,10,pair_43_ori_10s.wav,pair_47_comp_45s.wav,Negative_SMP_plag,0,0.42765967264280735
43,61,pair_43_ori_61s.wav,pair_47_comp_45s.wav,Negative_SMP_plag,0,0.4383614208469448
43,112,pair_43_ori_112s.wav,pair_47_comp_45s.wav,Negative_SMP_plag,0,0.4498353048686428
47,32,pair_47_ori_32s.wav,pair_66_comp_15s.wav,Negative_SMP_plag,0,0.49116032713749697
47,115,pair_47_ori_115s.wav,pair_66_comp_15s.wav,Negative_SMP_plag,0,0.5011162096150966
47,8,pair_47_ori_8s.wav,pair_66_comp_15s.wav,Negative_SMP_plag,0,0.459447627577867
47,15,pair_47_ori_15s.wav,pair_66_comp_15s.wav,Negative_SMP_plag,0,0.49449861702996234
47,81,pair_47_ori_81s.wav,pair_66_comp_15s.wav,Negative_SMP_plag,0,0.47666538264818387
66,0,pair_66_ori_0s.wav,pair_69_comp_66s.wav,Negative_SMP_plag,0,0.46295284702808126
66,16,pair_66_ori_16s.wav,pair_69_comp_66s.wav,Negative_SMP_plag,0,0.4139389125561346
66,32,pair_66_ori_32s.wav,pair_69_comp_66s.wav,Negative_SMP_plag,0,0.43626725474916533
66,65,pair_66_ori_65s.wav,pair_69_comp_66s.wav,Negative_SMP_plag,0,0.4184927364309228
66,151,pair_66_ori_151s.wav,pair_69_comp_66s.wav,Negative_SMP_plag,0,0.41936136663099005
69,1,pair_69_ori_1s.wav,pair_1_comp_86s.wav,Negative_SMP_plag,0,0.4895235076587728
69,25,pair_69_ori_25s.wav,pair_1_comp_86s.wav,Negative_SMP_plag,0,0.48553696109356964
69,33,pair_69_ori_33s.wav,pair_1_comp_86s.wav,Negative_SMP_plag,0,0.4745717286966743
69,88,pair_69_ori_88s.wav,pair_1_comp_86s.wav,Negative_SMP_plag,0,0.47549148314498196
69,96,pair_69_ori_96s.wav,pair_1_comp_86s.wav,Negative_SMP_plag,0,0.4405369579491422
69,128,pair_69_ori_128s.wav,pair_1_comp_86s.wav,Negative_SMP_plag,0,0.43740078507579555
69,153,pair_69_ori_153s.wav,pair_1_comp_86s.wav,Negative_SMP_plag,0,0.45042608065414275
69,161,pair_69_ori_161s.wav,pair_1_comp_86s.wav,Negative_SMP_plag,0,0.4668121704345814
6,0,pair_6_ori_0s.wav,pair_7_comp_34s.wav,Negative_SMP_plag_doubt,0,0.4236239299094389
6,7,pair_6_ori_7s.wav,pair_7_comp_34s.wav,Negative_SMP_plag_doubt,0,0.38622610549097736
6,13,pair_6_ori_13s.wav,pair_7_comp_34s.wav,Negative_SMP_plag_doubt,0,0.37488812098832014
6,21,pair_6_ori_21s.wav,pair_7_comp_34s.wav,Negative_SMP_plag_doubt,0,0.3759895668574514
6,26,pair_6_ori_26s.wav,pair_7_comp_34s.wav,Negative_SMP_plag_doubt,0,0.3855399801205154
6,33,pair_6_ori_33s.wav,pair_7_comp_34s.wav,Negative_SMP_plag_doubt,0,0.4018322567548017
6,39,pair_6_ori_39s.wav,pair_7_comp_34s.wav,Negative_SMP_plag_doubt,0,0.4048839556198595
6,59,pair_6_ori_59s.wav,pair_7_comp_34s.wav,Negative_SMP_plag_doubt,0,0.40884944393549283
6,65,pair_6_ori_65s.wav,pair_7_comp_34s.wav,Negative_SMP_plag_doubt,0,0.4009207568993154
6,71,pair_6_ori_71s.wav,pair_7_comp_34s.wav,Negative_SMP_plag_doubt,0,0.38556603932777983
6,78,pair_6_ori_78s.wav,pair_7_comp_34s.wav,Negative_SMP_plag_doubt,0,0.4005385752769364
6,84,pair_6_ori_84s.wav,pair_7_comp_34s.wav,Negative_SMP_plag_doubt,0,0.4136658482155037
6,123,pair_6_ori_123s.wav,pair_7_comp_34s.wav,Negative_SMP_plag_doubt,0,0.41396705047473004
6,129,pair_6_ori_129s.wav,pair_7_comp_34s.wav,Negative_SMP_plag_doubt,0,0.4020272338523925
